UniqueCount	AmbigCount
3	210
0	19
3	965
0	1
0	2
0	1
0	0
0	10
0	10
0	0
0	0
0	0
28	119
0	86
0	8
0	20
0	39
0	10
164	178
100	2446
44	199
0	190
1250	221
0	168
82	1119
3	6
9	5
3	18
2	25
21	1115
9	187
0	204
4	178
0	92
24	92
0	13
0	54
0	5
0	1
0	0
0	1
0	0
0	33
0	0
0	9
0	0
0	0
0	36
0	43
16	95
0	10
0	18
0	108
7	3137
65	61
0	694
0	360
0	343
1	501
55	206
0	204
0	363
15	238
0	5
0	6
0	0
0	0
0	3
0	1
0	0
0	33
0	10
0	0
71	1384
1397	11425
97	50778
0	145
6	4579
0	51
3804	12340
4	7484
0	0
0	19
0	12
4	22
0	52
0	10
2	84
433	9733
0	2
2	5
0	118
1	21
1	18
2	22
0	23
0	4
0	5
6	5
0	13
0	1
11	3
0	3
0	6
0	6
3	5
0	5
0	3
0	5
8	43
6	18
5	2
3	0
0	6
5	14
3	17
34	20
0	7
161	33
1	24
0	16
0	27
0	8
0	8
1	41
0	23
0	14
1	22
5	7
4	3
4	7
8	61
0	20
0	43
0	2
0	0
0	0
0	39
6	7
1	0
0	0
0	0
0	0
0	0
0	34
0	35
0	35
0	35
0	35
0	35
0	35
0	35
0	35
0	34
0	0
0	0
0	0
0	0
0	0
9	275
52	710
31	721
0	0
0	156
5	14
11	133
0	122
11	33
2	37
6	1
0	24
0	19
0	24
0	0
0	4
0	4
0	4
0	4
2	0
1	12
0	11
4	12
0	6
0	377
0	247
0	4
2	0
106	376
0	69
0	69
0	0
0	2
0	4
1	1
0	0
3	36
0	7
5	15
0	0
0	23
0	20
0	0
0	23
17	0
0	13
0	16
0	19
0	130
0	111
0	124
0	117
13	110
0	119
11	135
0	21
0	93
0	36
0	29
0	29
0	15
0	13
0	13
0	8
0	3
2	4
5	0
1	0
0	0
0	0
0	0
0	0
3	17
0	17
0	1
0	1
1	1
0	0
0	0
0	0
0	46
13	75
7	41
0	44
14	75
29	75
0	14
1	1271
0	1216
0	1166
127	632
7	529
0	425
0	351
272	0
1	3
0	2
2	3
1	0
1	0
14	12
3	577
0	579
2	581
0	394
0	406
0	353
0	348
20	91
0	300
0	229
0	37
0	87
0	141
0	89
2	101
2	11
0	47
2	50
5	49
13	5
2	3
7	0
0	43
0	32
4	38
0	38
0	6
0	37
2	0
0	11
1	554
41	539
4	386
0	348
2	7
0	0
1	46
1	82
5	10
45	120
0	61
20	43
0	29
7	1
7	89
0	32
1	23
0	52
4	48
3	598
0	846
0	844
1	468
0	653
0	868
0	194
0	773
0	653
